Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e733d619aa9271e5265e1beb166fc409e4498645585ab3b9a0789f47bdc20d2d,2022-04,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
35dba4747803115b40316e7cf573d82ea8fc24c392247f4bb799fa32bc911b31,2022-04,Gwent Police,Gwent Police,-3.017765,51.821590,On or near CROSS STREET,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
b25c7c36e58b81a9f65f3d556c63106515247aa193658dc59d3ce5deae8b20be,2022-04,Gwent Police,Gwent Police,-2.978039,51.577333,On or near ARIEL REACH,W01001661,Newport 018C,Investigation complete; no suspect identified
c65896fc6158d1acec7960710fea0fab5174b8abe601cc7083852561bc0b2646,2022-04,Gwent Police,Gwent Police,-3.236222,51.654708,On or near LANSBURY AVENUE,W01001364,Caerphilly 012B,Investigation complete; no suspect identified
a3c7233e8cd61df7613043cc2fc64bca3a4674125fc786a5d7927efc9bc89e80,2022-04,Gwent Police,Gwent Police,-2.832154,51.584303,On or near NETHERWENT VIEW,W01001572,Monmouthshire 011A,Investigation complete; no suspect identified
ef1ab4d2f5f3864102a49132c5913b6e30b585f76452798df4272c7b70e5a3da,2022-04,Gwent Police,Gwent Police,-2.944304,51.585926,On or near GILBERT CLOSE,W01001609,Newport 015B,Investigation complete; no suspect identified
ee073d3fd3f3d9bd92c78830df85d85f1928d5e770d11c161e2b18254467c91b,2022-04,Gwent Police,Gwent Police,-3.126780,51.622801,On or near BEECHER TERRACE,W01001354,Caerphilly 014D,Investigation complete; no suspect identified
58eb7bdf07fdd20c1049b5b39a158584de2d22781df1389be76a89fcc94448af,2022-04,Gwent Police,Gwent Police,-2.981614,51.595232,On or near ANNESLEY ROAD,W01001675,Newport 007A,Investigation complete; no suspect identified
2c361f23dda279e5e47a166502d0206fb6542448553e2741d497cf256cea8cf4,2022-04,Gwent Police,Gwent Police,-3.251658,51.770977,On or near MARIAN CLOSE,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
1e59b9733f5c7e0d4ea710f6a9a5ff5b029d456f63baa831e9e52c8579e7da98,2022-04,Gwent Police,Gwent Police,-2.944304,51.585926,On or near GILBERT CLOSE,W01001609,Newport 015B,Investigation complete; no suspect identified
5c9ea3507d532f4c0d856749186a90cbe7945e078633abc936440936ebed820a,2022-04,Gwent Police,Gwent Police,-3.030048,51.823201,On or near HATHERLEIGH PLACE,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
46e3a0e24594487f89fe88896da2d9c5231ad81b857cf582715ca27fe6089fae,2022-04,Gwent Police,Gwent Police,-2.944446,51.592049,On or near RINGWOOD AVENUE,W01001665,Newport 008D,Investigation complete; no suspect identified
7a5a4a88e1efc30487f23379117c74c38a481a3aa346ff647377b696ec5a3c6c,2022-04,Gwent Police,Gwent Police,-3.004756,51.601753,On or near MALPAS ROAD,W01001682,Newport 006C,Investigation complete; no suspect identified
be302587f0e2b674a758fafb4ace5b812de0f65a5bf1c7345dfb866710ab86fe,2022-04,Gwent Police,Gwent Police,-3.123934,51.636792,On or near GEORGE STREET,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
d2f2b2231bc1d70745e078143e465a11d16eecc8f068fdd31558674c200c3ff3,2022-04,Gwent Police,Gwent Police,-3.030940,51.656213,On or near SPRINGVALE WAY,W01001528,Torfaen 010D,Investigation complete; no suspect identified
c02175961773a9cd6125146b5a22b4d01003cd0030557c86a3738a7b718deb22,2022-04,Gwent Police,Gwent Police,-3.045579,51.647191,On or near FAIRHILL,W01001498,Torfaen 011B,Investigation complete; no suspect identified
a0aa5de37ad7abf087dd8ada695bd59a476bff29fa22bc5d095d3b15600dd33e,2022-04,Gwent Police,Gwent Police,-3.053993,51.645407,On or near OAKSFORD,W01001499,Torfaen 011C,Investigation complete; no suspect identified
8be3991a1f573a127f7347089fa3a8e2825dfc9f1b5a3eaebcdd5f32958433b8,2022-04,Gwent Police,Gwent Police,-3.195638,51.673156,On or near PARKLANDS,W01001347,Caerphilly 005C,Investigation complete; no suspect identified
5469b500778cb0ceed0dd7f0984dbbe186d468b5eb850d14bf94d54a78b2e026,2022-04,Gwent Police,Gwent Police,-3.238395,51.717419,On or near RHOSYN GWYN,W01001385,Caerphilly 002D,Investigation complete; no suspect identified
ae7ab80bfcc0a2fb68abd11b20c0bb6729dbca2ec105a465bbbd448ca1f1fecd,2022-04,Gwent Police,Gwent Police,-3.015750,51.819054,On or near MILL STREET,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
7de02b16cdd63d6e2bf25d2d6ce7c7607d90af3dbb7da7ea16db1d6b24082f40,2022-04,Gwent Police,Gwent Police,-2.944981,51.579564,On or near SPYTTY ROAD,W01001646,Newport 015E,Investigation complete; no suspect identified
e8db62aecc11ebd1ed21b1222e4d266fe919ff315cbc4cd88e9d59fb8e7d3be9,2022-04,Gwent Police,Gwent Police,-2.917166,51.604422,On or near PRIORY GROVE,W01001639,Newport 004A,Investigation complete; no suspect identified
b3dd7cedb4fa05c8ccb172af9f2dee6c5326b1e7aa4b240aebc25ea809c9cdb2,2022-04,Gwent Police,Gwent Police,-2.979425,51.590773,On or near FAIROAK TERRACE,W01001692,Newport 011E,Investigation complete; no suspect identified
d000fef941f43435a0c3901cace72f5c4904a50fed51493eb08628412f105359,2022-04,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
e2b4890678865ccfb90a0648a8e738473102b2f20f9d946fb369ae9fd6595067,2022-04,Gwent Police,Gwent Police,-2.957846,51.614167,On or near STATION ROAD,W01001623,Newport 001A,Investigation complete; no suspect identified
12a68d6be115c7f2a2bd86e5af272c8a6f67399062f6e646df22101f3cde3a8c,2022-04,Gwent Police,Gwent Police,-3.007281,51.835491,On or near Sports/Recreation Area,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
416ba599ddeb87cd05559a259b727b33ccc72b1db0e7de9628239ca1dc94edaf,2022-04,Gwent Police,Gwent Police,-3.055804,51.714005,On or near MACHINE MEADOW,W01001529,Torfaen 003B,Investigation complete; no suspect identified
d43d7ffc780838bc5ab445d30ff187a4ef37b341d5ba95d4f2503f219c3cbbc1,2022-04,Gwent Police,Gwent Police,-3.002420,51.582882,On or near Petrol Station,W01001687,Newport 014D,Investigation complete; no suspect identified
e02da3d5ca783203a502a19c7907e0959dbbfeba3d96119d2176c303111a8ee1,2022-04,Gwent Police,Gwent Police,-3.190232,51.651748,On or near CLOS TREFIN,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
6140f7ccfb6a050971eca04f2f1e1b7545d79873c49f6a14f045727fe268bae7,2022-04,Gwent Police,Gwent Police,-3.033279,51.611585,On or near HELFORD SQUARE,W01001619,Newport 003C,Investigation complete; no suspect identified
151b81a5d8e8aed639b072b27be66cb59adb5c84b44828f6d98b57b835aeb60a,2022-04,Gwent Police,Gwent Police,-3.019464,51.672381,On or near HEOL YR GLYN,W01001520,Torfaen 007B,Investigation complete; no suspect identified
0205cd424abb476d4e14d60fa61946b26973379f133280d28106c027b09bb107,2022-04,Gwent Police,Gwent Police,-3.232738,51.648846,On or near HAWTHORN AVENUE,W01001364,Caerphilly 012B,Investigation complete; no suspect identified
ea76cd4fe23a5a3d1658cc68bcf951e57d71b19c75d45a4c7af157a6529dc354,2022-04,Gwent Police,Gwent Police,-2.812349,51.773225,On or near Petrol Station,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
13884701c89df552c6aaac77a6248efb016f1630dcd174a6cf2ca8f11f46ca4e,2022-04,Gwent Police,Gwent Police,-3.031157,51.676586,On or near BEECH ROAD,W01001516,Torfaen 006C,Investigation complete; no suspect identified
7d6e956f15f0b174d1d6d5d4f5096ebc515a2cf9612c2cdb27fd34b48b3d6b97,2022-04,Gwent Police,Gwent Police,-3.218100,51.571849,On or near STATION TERRACE,W01001425,Caerphilly 024D,Investigation complete; no suspect identified
9e55867ab2f839235984733d4af2d49475778743145770e133688f735709a877,2022-04,Gwent Police,Gwent Police,-3.082641,51.772808,On or near HILL STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
c2285385f2fd1a48f69f402355c5911b7f6d69ef502c1b3324da108f7f73459f,2022-04,Gwent Police,Gwent Police,-2.955098,51.614702,On or near YEW TREE LANE,W01001623,Newport 001A,Investigation complete; no suspect identified
fc78ce58d012994d890aae5601a844b59a586600fd9aa7413194dbe72d4f644a,2022-04,Gwent Police,Gwent Police,-3.145081,51.675467,On or near TREOWEN ROAD,W01001356,Caerphilly 006A,Investigation complete; no suspect identified
36bee1927adb0b40271593bf6664ae0bdcb1dd370b19797511d1dfb8eaec0d6f,2022-04,Gwent Police,Gwent Police,-3.247074,51.773471,On or near Parking Area,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
5e8defb8e35ab65dd2530cacf0e15d79c629876ed4b799233931ca1ff65aadb8,2022-04,Gwent Police,Gwent Police,-3.234837,51.682983,On or near OAKLANDS,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
d45960a16b59209b427f385b867cc6ec7195278d80e6b033f7995fd196811339,2022-04,Gwent Police,Gwent Police,-3.280486,51.758231,On or near MOUNTBATTEN,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
f69d64a59a0a6098cbbf41c87392d1db292cf2971f22e5022a6cd4c594541dbc,2022-04,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
852d46fa0dcb94511900f077f100188d7300d51f490d5ab8c1919981460d2582,2022-04,Gwent Police,Gwent Police,-3.011275,51.568923,On or near MAESGLAS AVENUE,W01001633,Newport 019A,Investigation complete; no suspect identified
2ba37d15ef01b8f05c7ae3f98c7af97c4b89a86ffdc97340d9898da00224ef92,2022-04,Gwent Police,Gwent Police,-3.186295,51.796957,On or near LANSBURY ROAD,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
4b238b428f12a5fb3769534be03b1bbc6bceed7ea36b269aec03bf9b29a7d64f,2022-04,Gwent Police,Gwent Police,-2.672108,51.620683,On or near A466,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
c0a2009565faf22b12622526d5abafdba6351dc113510cf0a1c056852bb8f0e3,2022-04,Gwent Police,Gwent Police,-3.220506,51.692259,On or near ELM STREET,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
d9d82bd964d03b41a2a212ae574946dd8ff7e44ecc5f3b52a4c3855b862bc05e,2022-04,Gwent Police,Gwent Police,-3.086092,51.608501,On or near ALMOND AVENUE,W01001410,Caerphilly 016D,Investigation complete; no suspect identified
ce9388f8a5e14847e2e6a04f6491fd5b91f487cb1320ba11901a638e6871765a,2022-04,Gwent Police,Gwent Police,-3.021697,51.824775,On or near FROGMORE STREET,W01001546,Monmouthshire 002A,Investigation complete; no suspect identified
8c5e9311b97dc4a5e829b3bf87f2ff07c3823c26af17f3da30a2381b35fe1a9a,2022-04,Gwent Police,Gwent Police,-3.021205,51.643054,On or near Sports/Recreation Area,W01001504,Torfaen 013A,Investigation complete; no suspect identified
430d76a99300ac9f1a57fdaa9fd50f333ee6ec00bc169da38023741fdb364a26,2022-04,Gwent Police,Gwent Police,-2.977627,51.589736,On or near CHEPSTOW ROAD,W01001691,Newport 011D,Investigation complete; no suspect identified
697ebf22a7edae09f390ac69353fe3133cfe9ff0650ca6ed2ed5b863748cfa25,2022-04,Gwent Police,Gwent Police,-3.083497,51.773430,On or near ANNE STREET,W01001490,Torfaen 001D,Investigation complete; no suspect identified
0444aa9643c5174e907022d84bd4fd3e6e6b6b84ee973d73f5d4b61fe161e182,2022-04,Gwent Police,Gwent Police,-3.027007,51.652957,On or near Shopping Area,W01001528,Torfaen 010D,Investigation complete; no suspect identified
4e9c2267a0f04785adda3d96965e304eafbcfa2fc9ec124b356e73907eedd325,2022-04,Gwent Police,Gwent Police,-3.027569,51.676527,On or near ELM GROVE,W01001516,Torfaen 006C,Investigation complete; no suspect identified
5ecdf88cf3f7d8158654df9f7c575f22ab3993115ab00ded6461d96952c0b3dc,2022-04,Gwent Police,Gwent Police,-3.136137,51.667723,On or near CROSSWAYS,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
c05d6db369d0ab1e2172c859efd43dd3a4d24cb398567b978e3d11b9b35eb223,2022-04,Gwent Police,Gwent Police,-3.230546,51.652241,On or near THE CLOSE,W01001364,Caerphilly 012B,Investigation complete; no suspect identified
dce898bc7fd0fff30e1bb4d824a3d947374390707fdb16582dec9ad0f80e1dcb,2022-04,Gwent Police,Gwent Police,-3.133647,51.808185,On or near MAIN ROAD,W01001562,Monmouthshire 003B,Investigation complete; no suspect identified
9f1ef6c9bb951baff2cffa8339bd3c1ebe465e180847409e69c76f99ee91887d,2022-04,Gwent Police,Gwent Police,-3.146902,51.710912,On or near Parking Area,W01001465,Blaenau Gwent 009B,Investigation complete; no suspect identified
eda2eeb1e5f5db56a915c7e52db8447b5127de2b1fc40a41ebb0ba1f81834aab,2022-04,Gwent Police,Gwent Police,-3.018342,51.608811,On or near BETTWS CLOSE,W01001618,Newport 003B,Investigation complete; no suspect identified
178049df54f1138618ce2a91d3df0db1ee7317a5156e06bc389b37a8d6ce4e63,2022-04,Gwent Police,Gwent Police,-2.944827,51.584681,On or near BALFE ROAD,W01001668,Newport 010D,Investigation complete; no suspect identified
a59779079f4ddfec5fce61d41be669e9aa077f51073189533ac3e5dafe84d357,2022-04,Gwent Police,Gwent Police,-2.982081,51.878620,On or near SKIRRID COURT,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
c5ed81ca33b2d435bb166261ce9616ab2c9ae58bda4fb89706f8b13201fea1b2,2022-04,Gwent Police,Gwent Police,-3.060626,51.710959,On or near OLD SCHOOL PLACE,W01001523,Torfaen 004C,Investigation complete; no suspect identified
5c437a007864163e85f9afc611f7f46540406ced3ef2fd8f6f9e1849c00f8897,2022-04,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
fe17e69c2ce51764520a368de87e87144952eee6a06cf5b57bf1fd0d2b953bee,2022-04,Gwent Police,Gwent Police,-2.995205,51.594821,On or near GLASTONBURY CLOSE,W01001681,Newport 006B,Investigation complete; no suspect identified
f5f176c73213f032f5dcc14e68109fab36ea74e80c00fcbaa889c0ff25534ff8,2022-04,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
adcc79dc341bd0c25d86c0fcb07d1a6d23dfc2049e717ac02bc784dd2c495637,2022-04,Gwent Police,Gwent Police,-3.218247,51.781587,On or near Sports/Recreation Area,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
15aa7ac223d840c516d70d23b94abd6f267929751f8f5b379a56b4d8457d9139,2022-04,Gwent Police,Gwent Police,-2.845137,51.761844,On or near Sports/Recreation Area,W01001581,Monmouthshire 005E,Investigation complete; no suspect identified
6ee8508f7c69e421fb48404a61c116e3d05e9bcda77fc6d328dcca5a8f2d448d,2022-04,Gwent Police,Gwent Police,-2.668365,51.622530,On or near Supermarket,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
deaa0b6e78bfa720b12fcc0d5b6ec7476ac92c3bb6e92c3e41d47f2abd911521,2022-04,Gwent Police,Gwent Police,-3.016890,51.570969,On or near ST DAVIDS CRESCENT,W01001634,Newport 019B,Investigation complete; no suspect identified
3a69c9a90a825b4ae9bfb940cd5e2187421e5b5c3cace01de19d97cf9a107cd0,2022-04,Gwent Police,Gwent Police,-2.971550,51.587053,On or near CONWAY ROAD,W01001613,Newport 011C,Investigation complete; no suspect identified
a76865663e3b6468826dbf0379e35d8c5fe5d2fb8dfd5c6eba6ca5e28c26a558,2022-04,Gwent Police,Gwent Police,-3.231573,51.582912,On or near BRYNHYFRYD,W01001396,Caerphilly 023D,Investigation complete; no suspect identified
5e44d04486f11adb89c425254098c2892f50e379b1de3b65d00ee9a8b439082e,2022-04,Gwent Police,Gwent Police,-2.998208,51.594859,On or near QUEEN'S HILL,W01001681,Newport 006B,Investigation complete; no suspect identified
04dc363344190434939700255246ee7b743ee5c611cae93938ec9b03df9d603b,2022-04,Gwent Police,Gwent Police,-3.005573,51.591676,On or near SORREL DRIVE,W01001601,Newport 006A,Investigation complete; no suspect identified
e093fc775e38364d38f405efd9341390581ac2ecd602b7fda1e711807023d67d,2022-04,Gwent Police,Gwent Police,-2.994487,51.587085,On or near Supermarket,W01001687,Newport 014D,Investigation complete; no suspect identified
f4e22bc10c3d72acbd1c48077192d6e93e45056b388ff0f06398293d6b301e7a,2022-04,Gwent Police,Gwent Police,-2.667422,51.627139,On or near BLUEBELL DRIVE,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
f575d0c405a34674da0ed2b3e51c40ac97a3cfb16a6be933497a0f98e538d56e,2022-04,Gwent Police,Gwent Police,-2.720404,51.808746,On or near CINDERHILL STREET,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
7024a042427eb980ef058833780e9a1235ce072c8faec6a53bee76ca63c3166b,2022-04,Gwent Police,Gwent Police,-3.203310,51.666883,On or near PARFITT PLACE,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
5633962ded4c5ddb3e85d83cf8156bb755be4df5ad1ee39c9de494ebcc11e4ea,2022-04,Gwent Police,Gwent Police,-3.238496,51.592802,On or near BRYN OWAIN,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
947ab0765ee4bbe617efac66ec2a025c8797e14749f2d1982d73fae2c7bf049e,2022-04,Gwent Police,Gwent Police,-3.203310,51.666883,On or near PARFITT PLACE,W01001348,Caerphilly 009A,Investigation complete; no suspect identified
7ae3b07241a98689b175d324fa6c11731aa131da7bc438779cb1f43ff0abd371,2022-04,Gwent Police,Gwent Police,-3.138215,51.699281,On or near A467,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
a21e8127f5fc7c0d60386eb7aad20cc643376583c900549d52ea2707e0fbe064,2022-04,Gwent Police,Gwent Police,-3.212778,51.663494,On or near CLOS GRONW,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
f00766c9748571c5efbb352953c1977b26dbe4a480b11d2806bb97a32a0cd204,2022-04,Gwent Police,Gwent Police,-3.017683,51.558041,On or near DUFFRYN WAY,W01001688,Newport 019C,Investigation complete; no suspect identified
f42e7a7d248ce00e3349bfd972614037c572f774aeeec41b8335c02a1ac19710,2022-04,Gwent Police,Gwent Police,-3.009412,51.574064,On or near Petrol Station,W01001629,Newport 017A,Investigation complete; no suspect identified
337805b7505a196b41149e27052fe420dab9693de5d8d4ab63e1111b30fb94d5,2022-04,Gwent Police,Gwent Police,-3.182504,51.792292,On or near WAUNHEULOG,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
5993a8341dbc28f2f86a014c62a2767611bc74fb8f68c53e1838476dadbf1a5a,2022-04,Gwent Police,Gwent Police,-3.291130,51.768185,On or near CARNO STREET,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
d8308574aff090b2ac284e938878df7a65a1b0c776965615dc9f6ddae4c6282e,2022-04,Gwent Police,Gwent Police,-3.020186,51.641444,On or near OAKFIELD MEWS,W01001504,Torfaen 013A,Investigation complete; no suspect identified
10bdb6c3a64e53ae5fdf5e88ec20993edf7f08e7bd899c610ae84df4209e6c75,2022-04,Gwent Police,Gwent Police,-3.055079,51.713922,On or near HEOL RHYDD-DAL,W01001529,Torfaen 003B,Investigation complete; no suspect identified
c6617f094723da0a403e2c7c6c6e1fef1b5e64ddc0a668426e6d95c0deac916f,2022-04,Gwent Police,Gwent Police,-3.030892,51.611381,On or near TONE CLOSE,W01001617,Newport 003A,Investigation complete; no suspect identified
a260b6ed908f86c0faa58878b1c7e87146ac5e6382327475b0621253857437a7,2022-04,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
2f55eab7ceabf6e4dec460916f4740f7da9f734da7ad2f5bc70e1f15e5b0f614,2022-04,Gwent Police,Gwent Police,-3.087576,51.605924,On or near MACHEN CLOSE,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
bd599595f6c7df3e1c2d771bd6e465de289adec1dcd81e4e609c0a6c3244bbb2,2022-04,Gwent Police,Gwent Police,-3.225186,51.585839,On or near Supermarket,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
a14df4a875ce3b20d3afcb32a6af2d95bf1245719ff112dd912fdfc035092999,2022-04,Gwent Police,Gwent Police,-2.999356,51.584688,On or near JONES STREET,W01001685,Newport 014B,Investigation complete; no suspect identified
40b760bddf14efd9edc1ba8787dc9781f7384d59e8361850455b9706d4644946,2022-04,Gwent Police,Gwent Police,-3.232816,51.654402,On or near HENGOED CRESCENT,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
b7a6fdacfc34ea2d1772ecf56565d9581ae3478814fd0fc9afb42f3130245b6a,2022-04,Gwent Police,Gwent Police,-3.062455,51.728494,On or near MANOR WAY,W01001484,Torfaen 002C,Investigation complete; no suspect identified
db29e9c05ae002e3c6b35645c5faa96a4adfbb787d0783aa80a56e6a3064f4b6,2022-04,Gwent Police,Gwent Police,-2.830677,51.614929,On or near PIKE ROAD,W01001640,Newport 004B,Investigation complete; no suspect identified
d6a14527f69b599c89d78c9d131d9ace8fd261b8f491cea5ea8c9354fe0441b9,2022-04,Gwent Police,Gwent Police,-3.180137,51.619786,On or near Parking Area,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
bfceed589e66340f3bbb3b48b881c1564eb01ac00ef7b273c9b29992e3c7f5c2,2022-04,Gwent Police,Gwent Police,-2.961025,51.591698,On or near BEECHFIELD AVENUE,W01001608,Newport 008B,Investigation complete; no suspect identified
9fba30e84a99bc043cf69ddb199d68f49f50c08a216d9d1f5660bfa1d5cf8fc5,2022-04,Gwent Police,Gwent Police,-3.008771,51.828807,On or near WYNDHAM ROAD,W01001558,Monmouthshire 002C,Investigation complete; no suspect identified
bece236aef10575d606eb18d9a954de3acd31097cdd10b4b4ad19c218c0d440b,2022-04,Gwent Police,Gwent Police,-2.944827,51.584681,On or near BALFE ROAD,W01001668,Newport 010D,Investigation complete; no suspect identified
9474efc1b645cefa3a22e2a4cc586016d750db8388c45faa62d601f6b1b1f5f0,2022-04,Gwent Police,Gwent Police,-3.247074,51.773471,On or near Parking Area,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
f606c0f131d7010990d86ecb9bc995c172d0ae666facf4471a14989a8879c212,2022-04,Gwent Police,Gwent Police,-2.995998,51.586227,On or near SCHOOL LANE,W01001687,Newport 014D,Investigation complete; no suspect identified
f4ad1223801fab1d0679c0682a83266a7425a5750d7808c8357cc2319d532b2c,2022-04,Gwent Police,Gwent Police,-3.055871,51.515892,On or near CHURCH CLOSE,W01001912,Newport 020E,Investigation complete; no suspect identified
9c2a9d7965ebfd3c8359fc855f39e0bfd09b88c15f00d8bb689c6eb1b1d5cac9,2022-04,Gwent Police,Gwent Police,-3.194449,51.668088,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
95aaae93b587cbec7d5cca5b431e5429283bb0794bf9a5dc7052dc6ab683d1ca,2022-04,Gwent Police,Gwent Police,-3.128791,51.619418,On or near GLADSTONE STREET,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
86e3faf9a02462f2b189de62ebf7fa164710468ce7d35e4af0674d8e562b9076,2022-04,Gwent Police,Gwent Police,-3.128791,51.619418,On or near GLADSTONE STREET,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
139eb397f386e5f08fe8fc2630f56ba81cb01fc50b5acf874e727ece66b722eb,2022-04,Gwent Police,Gwent Police,-3.224276,51.780985,On or near LLYS ONNEN,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
73186f4b0833bfa9abf5c2fd4f5204499e75505be8a865d49d5436fe5aceaba8,2022-04,Gwent Police,Gwent Police,-3.272637,51.603623,On or near CAERPHILLY ROAD,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
57fd19f6db5d2994451df5661ce6cfbecdbfb73eef50df02cad8aa9a68cc0cb9,2022-04,Gwent Police,Gwent Police,-3.144916,51.679245,On or near KENNARD TERRACE,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
711d7429237f50e547c895f9b247a25485ac09255620780ca41217e7b5c5fe38,2022-04,Gwent Police,Gwent Police,-3.210897,51.662363,On or near CLOS CLAERWEN,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
790458b40c4d0e3b9899162f48e04a426206367d88b167029f671c935645712f,2022-04,Gwent Police,Gwent Police,-2.997569,51.586124,On or near BANESWELL COURTYARD,W01001685,Newport 014B,Investigation complete; no suspect identified
b00b6b418c87e70e0cdfb42171f589f5c9a797eba6e21e98136896f94488f905,2022-04,Gwent Police,Gwent Police,-2.996604,51.602704,On or near BRYNGLAS AVENUE,W01001683,Newport 006D,Investigation complete; no suspect identified
8ce6941a8297287acc8bc5f7ac09b551326a2093f878daf1ecfec383a78e029c,2022-04,Gwent Police,Gwent Police,-2.998461,51.585325,On or near ST MARYS COURT,W01001685,Newport 014B,Investigation complete; no suspect identified
fc6410351d6071f57bd77e5c6e260ccf3d3218c338fe65e8347730d550153796,2022-04,Gwent Police,Gwent Police,-3.245539,51.771383,On or near THE CIRCLE,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
d4aa58c1a51d999d451ba0378c549aad5af74b69b96d1d0c30636b3fbaeea992,2022-04,Gwent Police,Gwent Police,-3.009226,51.572177,On or near Supermarket,W01001629,Newport 017A,Investigation complete; no suspect identified
292c0d42caacb8cd0ca5a2dca8151aa0e9da2483b09647fbfe155f593985611f,2022-04,Gwent Police,Gwent Police,-3.208747,51.780318,On or near REES STREET,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
22bd82930e3baca327a1593aabcc2aa55c5b62b128012b979124da64c0083993,2022-04,Gwent Police,Gwent Police,-2.947848,51.744885,On or near CHAIN BRIDGE ROAD,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
eed2243c7ee27363c7decfedaf40a6da87190b1d60983f571b7c7131dcf5c699,2022-04,Gwent Police,Gwent Police,-3.272207,51.603762,On or near TAN-Y-BRYN,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
77a788257158d410ffd92889f3f53a706f96dc876e232b25e60645e20cde9248,2022-04,Gwent Police,Gwent Police,-2.991348,51.590736,On or near Nightclub,W01001693,Newport 013E,Investigation complete; no suspect identified
7043a1e0692d02e7f76c08ad16e2577ab596b84f9bb300d0e340e6327e466d81,2022-04,Gwent Police,Gwent Police,-2.976922,51.567613,On or near BROAD QUAY ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
b5a4cbec084622149d1819c1170d786fd339e80e202d9621e6e13ac8b4d17555,2022-04,Gwent Police,Gwent Police,-3.198242,51.586575,On or near RUDRY CLOSE,W01001420,Caerphilly 022D,Investigation complete; no suspect identified
093662c54c5020407ec77f9e69a633c799d0e981003c790dd050764dba506e21,2022-04,Gwent Police,Gwent Police,-3.006946,51.585226,On or near LLANTHEWY ROAD,W01001605,Newport 014A,Investigation complete; no suspect identified
c5e6e9adf6f5f9cc107097d741d9113f441d6591c881926443b5a708c4f710cf,2022-04,Gwent Police,Gwent Police,-3.231005,51.692114,On or near CHURCH PLACE,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
2b54ea7b897f222e7553b68143a9a5ee21918dce5fe262aeafde2f1712418643,2022-04,Gwent Police,Gwent Police,-3.231005,51.692114,On or near CHURCH PLACE,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
