Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
776f8f89d46b6284ba8a3b116f32f8d61ecea7460ebc27956eda13ec8218f70a,2022-03,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
c7a31f1ed47197465acb06a8baa4a2a90bf5fbaae1ce9059ea8663b66298801f,2022-03,Gwent Police,Gwent Police,,,No location,,,Local resolution
9a1655a67bf3e6c9f14b4128df0100e125b43eb98b15c9d3a3a150df1242f834,2022-03,Gwent Police,Gwent Police,-3.044181,51.585692,On or near RESERVOIR CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
5eec9132032c711b06d366ccae710adf89e498641be710484807ccbd2df41627,2022-03,Gwent Police,Gwent Police,-3.013517,51.663819,On or near GLASLYN COURT,W01001493,Torfaen 008A,Investigation complete; no suspect identified
dfa987feae35bc05af2e481e37636feb2263785d9aed010148bb0bdd2036a479,2022-03,Gwent Police,Gwent Police,-2.739349,51.586102,On or near ESTUARY VIEW,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
6498acb651e542e03679e86356ac07a145d18f1a3768b3249e9ac71622f5dfb3,2022-03,Gwent Police,Gwent Police,-2.982934,51.594169,On or near DEAN STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
e965a5332fbf7b7a70a1f36eb5f88a2744c6c5a12f9e75c9bbc5a5c51e84a84c,2022-03,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Investigation complete; no suspect identified
75ac8f0b19307f42e6aa9b303b79ae6ac5d2740ca2a691f8a975999ea9ab10cd,2022-03,Gwent Police,Gwent Police,-3.084610,51.773923,On or near STRYD BURFORD,W01001489,Torfaen 001C,Investigation complete; no suspect identified
b792007615d16325653183c9a5fad3c793c6b2ffc231a725f66d0ea8639009eb,2022-03,Gwent Police,Gwent Police,-3.372094,51.761836,On or near GALON UCHAF ROAD,W01001308,Merthyr Tydfil 008D,Investigation complete; no suspect identified
c9aee7be6511af24c95053b13c6af3819440031b77ba33225a4091b782eb7daf,2022-03,Gwent Police,Gwent Police,-3.023782,51.654837,On or near Supermarket,W01001506,Torfaen 010A,Investigation complete; no suspect identified
4c35b5e172c155812acb27e71d7fe7c2c9087820a8fb8522894b8cf39eb0bf75,2022-03,Gwent Police,Gwent Police,-3.022682,51.697763,On or near LODGE WOOD,W01001513,Torfaen 005D,Investigation complete; no suspect identified
10e22a4f9ad7a38e845f02a5389f5e67e7b7f35717a0733e881b57cf2dd15177,2022-03,Gwent Police,Gwent Police,-2.993049,51.578744,On or near CHARLOTTE DRIVE,W01001662,Newport 018D,Investigation complete; no suspect identified
74cc0bd5eb085131de03dbda47b5173081fc76030328cd84e509fd2ebf9140af,2022-03,Gwent Police,Gwent Police,-3.208623,51.791379,On or near BRYN EBBW,W01001439,Blaenau Gwent 004B,Investigation complete; no suspect identified
86890968d2a0e20ec5747de49354c29a4daf1f940c22a97e76fd3413749e58c3,2022-03,Gwent Police,Gwent Police,-2.992290,51.584290,On or near Theatre/Concert Hall,W01001687,Newport 014D,Investigation complete; no suspect identified
ad947f52dcfb5bc2eb98e89b8e96969e93f8f576c8bee78eb74cac1ff66acac3,2022-03,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Investigation complete; no suspect identified
9fbac4596dcb9800485fcde14354f78d31de2ce3d398c49521f8f822388b24bf,2022-03,Gwent Police,Gwent Police,-3.012771,51.689352,On or near NEW ROAD,W01001510,Torfaen 005A,Investigation complete; no suspect identified
40810544bfe62995da01927dac16312e5e0c13c51482f1b055a5f4f72cf37290,2022-03,Gwent Police,Gwent Police,-3.142259,51.677725,On or near WHITETHORNE STREET,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
c0895153834f2cb9c4a305572fce4a8c6edb8d3ee7eea483937a6bcea544be4e,2022-03,Gwent Police,Gwent Police,-3.035064,51.644326,On or near WAUN ROAD,W01001532,Torfaen 010E,Investigation complete; no suspect identified
1feeb74e557b219a0168f5917eba0cf475aaf8d7f0557e37953f1548d0c16453,2022-03,Gwent Police,Gwent Police,-3.279704,51.805346,On or near Sports/Recreation Area,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
aad4a123aeecef0a75aae3e8e3b2727f224536809d65706a81f56c352f359354,2022-03,Gwent Police,Gwent Police,-3.186899,51.797310,On or near HENDERSON ROAD,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
6562f11924f6827ddf6a6ab8fab7af0ee5e82d7abb0e4966e19cb46884ee50ee,2022-03,Gwent Police,Gwent Police,-3.020562,51.654964,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
8e42c6fd41066672f0f59303df8c4e7a8c36a8e68630e59c149af20beeed5ee6,2022-03,Gwent Police,Gwent Police,-2.987887,51.588256,On or near Sports/Recreation Area,W01001693,Newport 013E,Investigation complete; no suspect identified
76b8cb97ea135c53f924195eacb857b5ae83152fc7e6df465cd8834cc8443783,2022-03,Gwent Police,Gwent Police,-3.228286,51.681433,On or near PARK PLACE,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
015340f0ff532c60278d2eba0086dd2aea963dae6c9493639cb78c4aab1cf0e1,2022-03,Gwent Police,Gwent Police,-3.021543,51.678037,On or near SHERBOURNE ROAD,W01001517,Torfaen 006D,Investigation complete; no suspect identified
212344ab76abda1fe4699b0b99c8cf7575f13e8393a8b2c615895d836172f5d9,2022-03,Gwent Police,Gwent Police,-3.133873,51.729894,On or near MARKET STREET,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
2724fde9e51f24d3cd9396bac83beb7f98b4786c13b116c43a266240e42b921d,2022-03,Gwent Police,Gwent Police,-2.766704,51.677945,On or near Park/Open Space,W01001549,Monmouthshire 007A,Investigation complete; no suspect identified
4d067829e8fe7ca753873ad67da68927cdb12af46ff07a18a4e720791a73139d,2022-03,Gwent Police,Gwent Police,-3.281665,51.747680,On or near WINE STREET,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
b08c6f129ddc0af7d4bbe2eab0f70956119aa8303c21ee7097c93be852be2d32,2022-03,Gwent Police,Gwent Police,-3.248396,51.772531,On or near UNION STREET,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
dceb7a6dcbefaab010f42f8a01d2a37bdac0d8bfee8df437c175b8c5ce5bcd46,2022-03,Gwent Police,Gwent Police,-3.259372,51.495198,On or near HAWKWOOD CLOSE,W01001749,Cardiff 027C,Investigation complete; no suspect identified
196380a8bba08c301ea4f6bea47dd64b290f77843e0a2d64b3fa915c03fff060,2022-03,Gwent Police,Gwent Police,-2.683652,51.636252,On or near NEWPORT ROAD,W01001586,Monmouthshire 007D,Investigation complete; no suspect identified
f0d79a6684fb6a3a4ab7984953d370b8216781226b789211bc257fd48483256c,2022-03,Gwent Police,Gwent Police,-2.972566,51.583259,On or near DEWSTOW STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
9195015f3198cf827e8d5e1645ba885666e807580faafca5185b1297c46296be,2022-03,Gwent Police,Gwent Police,-3.134737,51.595479,On or near CHATHAM,W01001343,Caerphilly 021B,Investigation complete; no suspect identified
19e1f550f346a646caad228cda8e066263caa42e35e5b98ba8a67ed3e1e1efa1,2022-03,Gwent Police,Gwent Police,-3.249773,51.782497,On or near CHARLES STREET,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
a232c505b490289214ea29c4b942527164c952db0a883d245d8728f1e7374dda,2022-03,Gwent Police,Gwent Police,-3.239839,51.589650,On or near PEN-Y-GROES,W01001400,Caerphilly 019F,Investigation complete; no suspect identified
ff6d86639bb06d0755ca00620385cd15ef9b6aec3dc66d6eadcced62d69f38cf,2022-03,Gwent Police,Gwent Police,-3.225186,51.585839,On or near Supermarket,W01001371,Caerphilly 022A,Investigation complete; no suspect identified
c85db3c89337079d19ad14216599a810848eaeb230d5742f3586007082775187,2022-03,Gwent Police,Gwent Police,-2.672217,51.641686,On or near Petrol Station,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
552e456c3bcde2c972d7afe0a8d7cec9b607ff4fe8137c9c86c163799ccc2002,2022-03,Gwent Police,Gwent Police,-2.952611,51.573838,On or near Further/Higher Educational Building,W01001647,Newport 015F,Investigation complete; no suspect identified
29643e3c13290964ecfd73c705d920b881781ed0fedb03d74e3323c3f12098b3,2022-03,Gwent Police,Gwent Police,-3.238474,51.684266,On or near PARK VIEW,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
7759f069635590a7cc3053895e1a6a95d7808440960f7fa69a2e0748596b4b4b,2022-03,Gwent Police,Gwent Police,-3.215402,51.782498,On or near ALFRED STREET,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
1875d22263644efde3ef87d65187d9b47580f11add614af300477009449af3be,2022-03,Gwent Police,Gwent Police,-2.931233,51.591138,On or near NEWMAN CLOSE,W01001666,Newport 010B,Investigation complete; no suspect identified
32cb44f1ad224fb19c60d3d7320057d8a9042761e4e261c31b29c2507639640d,2022-03,Gwent Police,Gwent Police,-3.176233,51.616291,On or near WILLIAM STREET,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
b98023b8973ff0042191e729ea61b8cd65650393ad6f3d5aa3298a3dde800882,2022-03,Gwent Police,Gwent Police,-3.042010,51.586080,On or near TYDU VIEW,W01001674,Newport 009E,Investigation complete; no suspect identified
bc6578d1358f5fe5901ec93519486cf2a0b82c6a2af3bf78f41f73f855566b9a,2022-03,Gwent Police,Gwent Police,-2.995081,51.587854,On or near CORN STREET,W01001687,Newport 014D,Investigation complete; no suspect identified
bf01e533febf8991b7216169e16d681f0f058608ac49173a3945b5d6861f9dc7,2022-03,Gwent Police,Gwent Police,-2.960044,51.614338,On or near COLLEGE CRESCENT,W01001628,Newport 001F,Investigation complete; no suspect identified
7d0f76c3371c56936a670ec337cfb961d48550b0a8cf4389105e7bc6ec083cab,2022-03,Gwent Police,Gwent Police,-3.078819,51.773563,On or near Parking Area,W01001487,Torfaen 001A,Investigation complete; no suspect identified
889030421196dc5975c408d03063356b22d7be670055d5325f6ef918e2713133,2022-03,Gwent Police,Gwent Police,-2.909492,51.664742,On or near KENNETT GRANGE,W01001565,Monmouthshire 006D,Investigation complete; no suspect identified
6e30e1e5e63d757d42d20a0734fa9dd3bde7d900722c9f0021c971f18306aaa1,2022-03,Gwent Police,Gwent Police,-3.208261,51.579549,On or near SNOWDEN COURT,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
ab684760ef2015d578740da2196b86f5116c2eeba3e686c7e18613a1f652160a,2022-03,Gwent Police,Gwent Police,-2.668365,51.622530,On or near Supermarket,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
5ea5a5ea9e2d8c8d93ed2920f906e4ee55bbe5d10937d1b6d82327923e716f03,2022-03,Gwent Police,Gwent Police,-3.004677,51.658320,On or near Supermarket,W01001495,Torfaen 008C,Investigation complete; no suspect identified
3022b88b7ce08021f802a2f7e12e111158b10071f29250840923a89553a7a4e2,2022-03,Gwent Police,Gwent Police,-3.232993,51.765195,On or near WHITWORTH TERRACE,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
d37d7aa5af1f3c8689f49ae9f8718a922c6b032d5393138cbeeb5b23647d5b44,2022-03,Gwent Police,Gwent Police,-3.195885,51.650683,On or near HIGHFIELD ROAD,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
06ef08653193e67bdc2f05f1993fa7cf2ded59c40bf3177a323fc4a25f78e4c3,2022-03,Gwent Police,Gwent Police,-2.979737,51.603916,On or near CROYDON COURT,W01001678,Newport 005D,Investigation complete; no suspect identified
05197d4a0b9485bcdcc483ede59cf9132511dd9b73522640244d5b0ce7202afc,2022-03,Gwent Police,Gwent Police,-3.067129,51.814994,On or near PENTWYN LANE,W01001569,Monmouthshire 003E,Investigation complete; no suspect identified
7708b871a42f94a2b4985f788d8e9e6f8ac38d8fa80b32034808f66e79dc082b,2022-03,Gwent Police,Gwent Police,-2.999473,51.638655,On or near HIGHFIELD CLOSE,W01001508,Torfaen 013C,Investigation complete; no suspect identified
904abd9bf9832dea2a95314b25c114e3260b5a66a1061f43ab3af62dd62cf1ed,2022-03,Gwent Police,Gwent Police,-2.671639,51.627025,On or near THORNWELL ROAD,W01001592,Monmouthshire 008D,Investigation complete; no suspect identified
068c59e328ec970371aafb21e3096c23be9cb9f341fef69d0128971c16807193,2022-03,Gwent Police,Gwent Police,-3.074689,51.534721,On or near THE MEADOWS,W01001657,Newport 020C,Investigation complete; no suspect identified
444a786e430f053c8916320a7dbb201a5ef7d343e72f0c70f7269e219d3543bb,2022-03,Gwent Police,Gwent Police,-3.020625,51.646224,On or near VICTORIA STREET,W01001506,Torfaen 010A,Investigation complete; no suspect identified
21cddc0dbb3af1565119168c57dad80f2edfa1aa45c476d38fc61261ec6da025,2022-03,Gwent Police,Gwent Police,-3.117514,51.846139,On or near A40,W01001904,Powys 018G,Investigation complete; no suspect identified
4d6cb4d1eb249cb091ccb4a1ee2f12b706e044f31b43a17a45f6773173084318,2022-03,Gwent Police,Gwent Police,-3.198499,51.664855,On or near CORONATION ROAD,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
14f3b91f6c9de289f61e2077eec0ea3ce6fae9f38619efcd5402493bafc536c1,2022-03,Gwent Police,Gwent Police,-2.752473,51.591575,On or near Parking Area,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
79093623c992783b1b0190cc2afa149a2674c398f73a79cbd61a601e6b119865,2022-03,Gwent Police,Gwent Police,-3.354079,51.661419,On or near PENTWYN AVENUE,W01001144,Rhondda Cynon Taf 012B,Investigation complete; no suspect identified
dcb8151b66cef77fe0e098e3cd5994bc147323a73fc314666d29c26aec8078a2,2022-03,Gwent Police,Gwent Police,-3.094469,51.603136,On or near Parking Area,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
4a060ded8406e611aca5c074ce5c1632afa4885365a114fd77c48d80a064abb5,2022-03,Gwent Police,Gwent Police,-2.766704,51.677945,On or near Park/Open Space,W01001549,Monmouthshire 007A,Investigation complete; no suspect identified
5be7ac5c59c88e5d1d5369cb22a4ddff0c1777b4107360df7531fbbdd3c7ce75,2022-03,Gwent Police,Gwent Police,-3.104821,51.607867,On or near TIR-Y-CWM ROAD,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
f4cffd69344a6903a9360e33ee22a0080ab9dc31eb381e58a28a35fa33098b6a,2022-03,Gwent Police,Gwent Police,-3.225528,51.580872,On or near CAENANT ROAD,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
664510912a9fca6970e8feb2e75101f6bf9ee4278aec3301032f175b780e8671,2022-03,Gwent Police,Gwent Police,-3.084888,51.776429,On or near CASTLE STREET,W01001488,Torfaen 001B,Investigation complete; no suspect identified
ef759009b71d8739975e1221b10ba65bab4e1d015801c8fd8e4feaa94b59b17c,2022-03,Gwent Police,Gwent Police,-3.182491,51.800115,On or near HEOL ISAF,W01001447,Blaenau Gwent 002B,Investigation complete; no suspect identified
f941c28d59f1623cbc13ab787b0a68ae89743c299be487b3896f687106e2218d,2022-03,Gwent Police,Gwent Police,-3.093837,51.525129,On or near BLAENAVON CLOSE,W01001880,Cardiff 013B,Investigation complete; no suspect identified
fb45a00219c39717ab7b03710f0dfb0e598fc53b391808e06dd011d270d29cda,2022-03,Gwent Police,Gwent Police,-3.106423,51.526999,On or near LIMEWOOD CLOSE,W01001881,Cardiff 013C,Investigation complete; no suspect identified
44d5e2ea8dfbed26752cd82f1b1fbc1609cdf4767c0dbd5af826bfe38ff9b4a9,2022-03,Gwent Police,Gwent Police,-3.166026,51.658150,On or near CAE SHELDON,W01001380,Caerphilly 010A,Investigation complete; no suspect identified
4ab5880c84f74855ea28caa4184b64db46c427904064d8bd081135e2b2fd9ab3,2022-03,Gwent Police,Gwent Police,-3.225080,51.676270,On or near Petrol Station,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
28ae61512086539aa8d6bcac9141027b95a40860f4cad7628129613dd26d0334,2022-03,Gwent Police,Gwent Police,-3.233742,51.719321,On or near GRAIG-Y-BEDW,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
5caf93c472a11c9897d01bea4646867206d67138c2536dc3f95fa0581a9da8b2,2022-03,Gwent Police,Gwent Police,-3.015482,51.559589,On or near CORMORANT WAY,W01001688,Newport 019C,Investigation complete; no suspect identified
d137676e3bca33bd108d50e8d725c53594595f6878bb558b5c1641a22dd171e9,2022-03,Gwent Police,Gwent Police,-2.835419,51.578975,On or near THE GREENWAYS,W01001572,Monmouthshire 011A,Investigation complete; no suspect identified
dd98d1b90dd1b4930f6f7b310e67f180cd5406c621eabffd29f13881098f43b0,2022-03,Gwent Police,Gwent Police,-3.286995,51.766000,On or near ROWAN PLACE,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
5769b850cf71a0f96e8ffd69ba13e2d6aefdc0b69b174b54d5668276fe528a1c,2022-03,Gwent Police,Gwent Police,-3.129574,51.691038,On or near CRUMLIN ROAD,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
45d1d40688271ec061c10e6181e7e94f429889724dd8a78e9c5e6badd40ed3e7,2022-03,Gwent Police,Gwent Police,-3.022278,51.682427,On or near OPEN HEARTH CLOSE,W01001517,Torfaen 006D,Investigation complete; no suspect identified
1586f8a158fcd1c2c868c9363b47f94059494e5d1db92c8f4c335238fd757af4,2022-03,Gwent Police,Gwent Police,-2.940537,51.592934,On or near BISHPOOL COURT,W01001665,Newport 008D,Investigation complete; no suspect identified
13b0ade3073888af5e6c7b1a9e3f0bde7709088e3a3353531d09e762f5edfdff,2022-03,Gwent Police,Gwent Police,-2.714548,51.813565,On or near PRIORY STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
480d0f00cd52f232eeac1cf2730950c6a2dd37e1eaa785be28f7e55492706ff8,2022-03,Gwent Police,Gwent Police,-3.194598,51.666594,On or near Parking Area,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
40101cc6ae8cc3009a18f0ab253219548e8a0b0bd4e47bf8833c9a097e178ea6,2022-03,Gwent Police,Gwent Police,-2.918971,51.592278,On or near COT HILL,W01001649,Newport 004D,Investigation complete; no suspect identified
87ff079087a8c61fef879fe2e0546705898fe7fcaea15c368b8268d2a04a9e24,2022-03,Gwent Police,Gwent Police,-2.947083,51.582101,On or near MOORLAND PARK,W01001645,Newport 015D,Investigation complete; no suspect identified
1c0cdd061cdd6561ea1f63f03fc9682bf0559372093a5085dd10ae6345a7fd30,2022-03,Gwent Police,Gwent Police,-3.004398,51.633272,On or near JOHN FIELDING GARDENS,W01001505,Torfaen 013B,Investigation complete; no suspect identified
03f1290b1fcbc40f7de01faf9505ca4537b19e95f12b7d7a1d13cd665110c814,2022-03,Gwent Police,Gwent Police,-3.219191,51.574329,On or near Supermarket,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
c619eecdda4679acdaddc7098388e4e379ec8129557325516ff7b38212cd1545,2022-03,Gwent Police,Gwent Police,-3.251474,51.581245,On or near DENBIGH COURT,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
d66b056932719a62026f2211be935dda0dd7ac577df46d269e3ec93fcfd4d66e,2022-03,Gwent Police,Gwent Police,-3.291758,51.771388,On or near AEL-Y-BRYN,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
ec141dcd33385297d6bebecf84e3c60823dfcb3019095d006f2e62379dc93b5b,2022-03,Gwent Police,Gwent Police,-2.764722,51.590318,On or near SHELLEY CLOSE,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
73a56e31e5a54917cf374d87003731cf603e72453df95b93b2bd168b45c794af,2022-03,Gwent Police,Gwent Police,-2.966115,51.600936,On or near MONMOUTH DRIVE,W01001614,Newport 005A,Investigation complete; no suspect identified
fc5f9c84b45da97552fa3c505c008e049b143d93b779b30fc6d0843112efaedb,2022-03,Gwent Police,Gwent Police,-2.977955,51.591549,On or near ALBERT AVENUE,W01001691,Newport 011D,Investigation complete; no suspect identified
9c1bdc79883688c83ca4a9f2fd95fc2b23eab16f04e4c20997dcdfa91394aa46,2022-03,Gwent Police,Gwent Police,-3.235613,51.642953,On or near BEDWLWYN STREET,W01001433,Caerphilly 013E,Investigation complete; no suspect identified
73098b723c6a0bd732896ede2bb68bd2ab9ea112507ec2ca8a86243776034e99,2022-03,Gwent Police,Gwent Police,-3.022075,51.562841,On or near KESTREL WAY,W01001689,Newport 019D,Investigation complete; no suspect identified
00c01b23d154c859813037e971ad7af8059b89f7a731ee9d3eaf7c61810314db,2022-03,Gwent Police,Gwent Police,-3.258363,51.784347,On or near THE CRESCENT,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
d6735ff6cb1d2cc2f2ea379515c36502c614ad761dacf037c8d9ca7b5f87ce86,2022-03,Gwent Police,Gwent Police,-2.977627,51.589736,On or near CHEPSTOW ROAD,W01001691,Newport 011D,Investigation complete; no suspect identified
997db1b61b487cf642145d5729699c23d533206257cd137783a462768a5ac4d5,2022-03,Gwent Police,Gwent Police,-3.194294,51.756126,On or near DYFFRYN ROAD,W01001452,Blaenau Gwent 007C,Investigation complete; no suspect identified
1c50896ea1cf640e9826bcfc96be01cc9ee9db9ba4239d6bf9385cb0da5915de,2022-03,Gwent Police,Gwent Police,-2.984876,51.593191,On or near GLOSTER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
ce62bddfa390fd04b85c1233b55c12bf8a43e5d5566a705582b2ac03d81641d6,2022-03,Gwent Police,Gwent Police,-3.040139,51.699975,On or near Supermarket,W01001524,Torfaen 004D,Investigation complete; no suspect identified
c547bf78475da64409133ad372ca2cd0cb0566003676344b017ac73cd8520562,2022-03,Gwent Police,Gwent Police,-3.173224,51.797870,On or near GLADSTONE STREET,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
424fd28aea9397e5834c1be19ebda0c816ca6a11c1d811dfe72b69883356f51e,2022-03,Gwent Police,Gwent Police,-2.943894,51.575877,On or near Supermarket,W01001646,Newport 015E,Investigation complete; no suspect identified
3dc3c3391605ba71e9804d63410405f51a6474819bc175d2eaafe674547f23bb,2022-03,Gwent Police,Gwent Police,-3.197226,51.769476,On or near ASH GROVE,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
5e528279bc90e80f1b94d5b9e0ea2b9ad53cfb737a54d0a85a74db1408f9faee,2022-03,Gwent Police,Gwent Police,-3.056069,51.710460,On or near HANBURY GARDENS,W01001523,Torfaen 004C,Investigation complete; no suspect identified
3efb0cfa66247a648bbbb18cd25765d5a620ea6b975e23f1b39743326496dc6d,2022-03,Gwent Police,Gwent Police,-3.030048,51.823201,On or near HATHERLEIGH PLACE,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
7ef81040ba46233cafff11ae4d82390f420b661f8e49044e5b5b73b9358408d5,2022-03,Gwent Police,Gwent Police,-3.017716,51.641510,On or near OAKFIELD ROAD,W01001504,Torfaen 013A,Investigation complete; no suspect identified
f31526ed8b8211459e6d1c19342ac9adbebeff283a607516bb41a334863b0a1a,2022-03,Gwent Police,Gwent Police,-3.193513,51.756728,On or near BRYN TERRACE,W01001452,Blaenau Gwent 007C,Investigation complete; no suspect identified
0fee8d66b1677f0bb67f4ea2c93150cc61704805f693485077f4b62e57bcd3ee,2022-03,Gwent Police,Gwent Police,-3.004534,51.589077,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
db717430622a35fe11cc7a61f9ca026ec6f5e9547369d4ad44cbc83b287756d2,2022-03,Gwent Police,Gwent Police,-3.084410,51.778888,On or near RIFLE STREET,W01001488,Torfaen 001B,Investigation complete; no suspect identified
995eb57b4b711db37fab87cc69a4cca64db0346c9cfe0c23bdfeb5630ce02b6c,2022-03,Gwent Police,Gwent Police,-3.218736,51.783048,On or near EDWARDS COURT,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
f8ad781d85e1166583873129ef82841fb468e2a249a94d287cd81b0aff4ba088,2022-03,Gwent Police,Gwent Police,-3.055567,51.649709,On or near SPRING GROVE,W01001499,Torfaen 011C,Investigation complete; no suspect identified
d001887b1110544a71ce28430ebd79803936d900d31d3e7229879b0846976e37,2022-03,Gwent Police,Gwent Police,-3.100357,51.605410,On or near Supermarket,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
1d1da2a3391b2fdcf3e618d613edac771cc5063c6a7fddca356a1df33ed9899e,2022-03,Gwent Police,Gwent Police,-2.675696,51.641442,On or near HIGH STREET,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
7884d48565849e115ce492361a9bee858bc15b397e112df52efa9a7975be325a,2022-03,Gwent Police,Gwent Police,-3.205448,51.585602,On or near HEOL LEWIS,W01001420,Caerphilly 022D,Investigation complete; no suspect identified
394363059def0d7f3f972fb769e4f630c7518a16105e552b116eb0bf061e0999,2022-03,Gwent Police,Gwent Police,-3.270159,51.601249,On or near EDWARD TERRACE,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
500896c6d9db8b19ffc23fd132708749f041b29ceba7b1dbe3adebb7d2be0b2c,2022-03,Gwent Police,Gwent Police,-2.810681,51.581270,On or near ST ANNES CRESCENT,W01001591,Monmouthshire 011E,Investigation complete; no suspect identified
35c0d81ffea24b0a03b66f22e23bdee15af148315826cf385c2b423e6f3963d8,2022-03,Gwent Police,Gwent Police,-3.022720,51.553645,On or near WHITE AVENUE,W01001912,Newport 020E,Investigation complete; no suspect identified
94efd5260a9990c6d6815f610792a894e1d00f7e58e8636339473168bd02544a,2022-03,Gwent Police,Gwent Police,-3.024722,51.663182,On or near TERAS BROOKLAND,W01001520,Torfaen 007B,Investigation complete; no suspect identified
595d84eb702e53b383d1bb5498ec14c1c98866f89ae8d69ce6eef5b7d6708ab0,2022-03,Gwent Police,Gwent Police,-3.003786,51.583329,On or near BRYNHYFRYD AVENUE,W01001686,Newport 014C,Investigation complete; no suspect identified
01ea09143876bdb501db99a90c15b8a3019cb5b35dde951fe7974e5f39cfe321,2022-03,Gwent Police,Gwent Police,-3.091137,51.539398,On or near TYLA LANE,W01001657,Newport 020C,Investigation complete; no suspect identified
cd0cf4a20178a4ebd90155c21e5c5b1e5a54e23a1a335078f12c4b616ceafa92,2022-03,Gwent Police,Gwent Police,-3.292132,51.767257,On or near HARCOURT PLACE,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
341b5e9bf2fd5552d86543b280da132cfe8101989765601c5e5914e862c78e3d,2022-03,Gwent Police,Gwent Police,-3.202286,51.653864,On or near BROADMEAD,W01001402,Caerphilly 011B,Investigation complete; no suspect identified
4b98a8b9883b47255c19ce08ac705a0f440b9edc2d2de428f18ee3fe6fc42fd4,2022-03,Gwent Police,Gwent Police,-3.028040,51.813400,On or near SAMUEL SALTER CLOSE,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
d180d8abf3787c84b9b09bc2b6603b364dfd8e7fbd0626675b5663e38717e095,2022-03,Gwent Police,Gwent Police,-3.018959,51.824979,On or near PENYFAL ROAD,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
2206cfa556711b605b35c64a6fc6fd51af0a1775754d7e9c3e70ca3d19b03d35,2022-03,Gwent Police,Gwent Police,-2.961408,51.579098,On or near LINDBERGH CLOSE,W01001647,Newport 015F,Investigation complete; no suspect identified
13731587abd4fbdf60adade163060cadbaf9e7df27766ba1c4538370a64fa585,2022-03,Gwent Police,Gwent Police,-2.732703,51.806036,On or near Sports/Recreation Area,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
37e4ccd187d216ef98dc0bc173f735ea8b117da95850ee7dd51d2a73828960e1,2022-03,Gwent Police,Gwent Police,-2.979425,51.590773,On or near FAIROAK TERRACE,W01001692,Newport 011E,Investigation complete; no suspect identified
