Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
bb7703a31ecb2806cf476379a9d8c8d5e57b93fbab5c004c0c5d8ad802d89806,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
0704ee8988354107e612f1890a8a3f35ae38f3386cec1cd900d024ddc4cb0715,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
acd7a5fb013a91cea9120b357345ebbda3e6c1fefb161253e4ffdb34575b4c90,2022-06,Gwent Police,Gwent Police,-3.141855,51.712823,On or near VICTORIA ROAD,W01001465,Blaenau Gwent 009B,Unable to prosecute suspect
c4aee0d56630e87dae9c74b6985ecbed5e2cb91727946f2855d50895cea0ebbe,2022-06,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
a9c2ea6390237dd7db14da2772b8534d59319ec62bf9fb1b246f6ede39f39791,2022-06,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
f4cc105ef48e6b3cbf9546a629087d3dbc2c5fa9cbecf9f0b44228ca0b8c211a,2022-06,Gwent Police,Gwent Police,-3.014976,51.569268,On or near OLD CARDIFF ROAD,W01001634,Newport 019B,Unable to prosecute suspect
5f5f1994816a99b94b84f201724bb8b17921f15a50c3a91889e61b82ed2a76b1,2022-06,Gwent Police,Gwent Police,-3.136621,51.681844,On or near LEWIS STREET,W01001464,Blaenau Gwent 009A,Local resolution
291fffe939c1d549a9c6d35bd7cb054044f14c4fc74ac1ca4388d1ac3566e638,2022-06,Gwent Police,Gwent Police,-3.045104,51.662984,On or near SYCAMORE PLACE,W01001538,Torfaen 009D,Unable to prosecute suspect
557273b1c559a55ded9ca16f1d2ef831e471e49252249344d9cb1917a7033b20,2022-06,Gwent Police,Gwent Police,-3.236832,51.767267,On or near HILL VIEW,W01001462,Blaenau Gwent 006A,Unable to prosecute suspect
a40ffbce5e14760d91aaacbab2e4519d05560bab6297e1c5bcd506fe51d0f4f3,2022-06,Gwent Police,Gwent Police,-2.925835,51.594013,On or near DAWSON CLOSE,W01001667,Newport 010C,Unable to prosecute suspect
f104122252a0a2923dcbde4a07292a3252a43c45c1935922f56a9077bbc24890,2022-06,Gwent Police,Gwent Police,-3.042439,51.694272,On or near BLAENDARE ROAD,W01001496,Torfaen 004B,Unable to prosecute suspect
7883c7362e10f92d9bd66abe657582b6111e92bd8b0eb54ccadcab28affc5926,2022-06,Gwent Police,Gwent Police,-3.214638,51.786444,On or near Supermarket,W01001458,Blaenau Gwent 004E,Unable to prosecute suspect
42f7941f1a6fcfc9e7c19ee9375cc89b66ce7f306f034f245292b127229ca642,2022-06,Gwent Police,Gwent Police,-3.022171,51.658403,On or near PLAS TROSNANT,W01001519,Torfaen 007A,Unable to prosecute suspect
c3022ed66bd20c8d04a847954b13e86a36cccef8732e3f725a00b5b1a9e8ff54,2022-06,Gwent Police,Gwent Police,-3.162682,51.594135,On or near HERRICK PLACE,W01001345,Caerphilly 021C,Unable to prosecute suspect
90e54db862b28c1d3c21b29f3109748726d14d38e9f02d5992745d56b39531cc,2022-06,Gwent Police,Gwent Police,-3.219242,51.688316,On or near JAMES STREET,W01001326,Caerphilly 003B,Unable to prosecute suspect
a359f9ff7fc2531924c0e5d039f9efea4a5adbf6791ae9e62957f473d062d789,2022-06,Gwent Police,Gwent Police,-3.122102,51.683179,On or near MILL COURT,W01001359,Caerphilly 006D,Unable to prosecute suspect
abed3c97063bb8b987213070d5f2cab322dd300a1248ab9487176a8c99598bae,2022-06,Gwent Police,Gwent Police,-3.128455,51.653014,On or near YSTRAD TERRACE,W01001328,Caerphilly 014B,Unable to prosecute suspect
6f42b515bcea4b07a555d54d625c45b465805182454755b564f78f63f571e439,2022-06,Gwent Police,Gwent Police,-3.037690,51.578925,On or near PARK VIEW,W01001671,Newport 016D,Unable to prosecute suspect
6e8c7283b69e8180084a1ae3468d49f243fa6b40be7425d2ab153f7a7a68a5df,2022-06,Gwent Police,Gwent Police,-2.665234,51.624696,On or near CLARENDON CLOSE,W01001593,Monmouthshire 008E,Unable to prosecute suspect
a7ef4d224b1cc1571a76640f25934e4558ab30c1a93e21bb420865d9ce6aa254,2022-06,Gwent Police,Gwent Police,-3.890932,51.655960,On or near TRALLWN PLACE,W01000799,Swansea 010D,Unable to prosecute suspect
f0a2a468c2e553d24a1b505b94b01e8b9d5b6c9be7390c4449db617de09a365c,2022-06,Gwent Police,Gwent Police,-3.066315,51.735022,On or near STANLEY ROAD,W01001483,Torfaen 002B,Suspect charged
677abed782521ce3e46b4b88e078d3b11c0e346a3a291db6a40ed4880a44cc4a,2022-06,Gwent Police,Gwent Police,-2.975583,51.583944,On or near WEDNESBURY STREET,W01001644,Newport 013C,Unable to prosecute suspect
9535ed3f86c3f021f43a04beee8326f9b3f54da85097f10e2d4aecaa69d67f13,2022-06,Gwent Police,Gwent Police,-2.960965,51.583372,On or near COLLINGWOOD AVENUE,W01001642,Newport 013A,Unable to prosecute suspect
83fa1e490df417158847c7c1b720859a3ba474019d53a1177c1f361a72504823,2022-06,Gwent Police,Gwent Police,-3.187245,51.743699,On or near ELM STREET,W01001450,Blaenau Gwent 007A,Unable to prosecute suspect
b2441a24594d8920f56a427e4d6db2a8e96d123ef4ce4e517c18f8e1a67f4955,2022-06,Gwent Police,Gwent Police,-3.028569,51.609576,On or near LEA CLOSE,W01001617,Newport 003A,Unable to prosecute suspect
2c2b7ebcdde40be5ac5436c2d0782c105b2ec3c76c714d35a29b9e1f4bbbbf42,2022-06,Gwent Police,Gwent Police,-3.143113,51.669705,On or near GREENFIELD,W01001383,Caerphilly 010D,Unable to prosecute suspect
be532570eb990bf0ae851bbf5cf207251f4366977655ff6011c243b3388c7893,2022-06,Gwent Police,Gwent Police,-3.033782,51.615276,On or near LEACH ROAD,W01001621,Newport 003E,Unable to prosecute suspect
66f5e3060437fb34e12771e7d8a3e479c633832285762144020c2c42c875a2e5,2022-06,Gwent Police,Gwent Police,-2.761913,51.585472,On or near RHONFA BETJEMAN,W01001598,Monmouthshire 010F,Unable to prosecute suspect
306288a58ab64f2d59d95b91355bfb5840705e59bde55b927168008fcb5c290e,2022-06,Gwent Police,Gwent Police,-3.233571,51.590606,On or near PENTWYN ISAF RISE,W01001393,Caerphilly 019D,Unable to prosecute suspect
bbb130e4e7070bde512051128ccdc587c32a27c9d663407b2394a64d1f49e99c,2022-06,Gwent Police,Gwent Police,-2.931233,51.591138,On or near NEWMAN CLOSE,W01001666,Newport 010B,Unable to prosecute suspect
f8a2b45611369e26709eeac22cd7bc22be5c7eef5deef6e6f775df1d0d505ca0,2022-06,Gwent Police,Gwent Police,-3.054339,51.652229,On or near MARLBOROUGH ROAD,W01001502,Torfaen 011E,Unable to prosecute suspect
b74431feaeaa453d4d4ecffd4d26d831b8a119d8f833ff8c163afa0ab8f12848,2022-06,Gwent Police,Gwent Police,-3.263699,51.706540,On or near CAMBRIAN STREET,W01001360,Caerphilly 002A,Unable to prosecute suspect
f8fc29af1164eb17df74133b415afe076b9f235eea1e5dc50a3499f969ba0ab8,2022-06,Gwent Police,Gwent Police,-3.254125,51.767974,On or near WALTER CONWAY AVENUE,W01001479,Blaenau Gwent 006D,Unable to prosecute suspect
112d24e418b679ba9a3bb8cf0f5a2993cbb78cac8884ae2c23922169100d59d0,2022-06,Gwent Police,Gwent Police,-3.182942,51.797395,On or near PARK VIEW,W01001447,Blaenau Gwent 002B,Unable to prosecute suspect
d85ebdbc4bc60840b667afe8ecb8fa91bec3cbc5f649571a8099fe7a2d6158a1,2022-06,Gwent Police,Gwent Police,-3.211788,51.803998,On or near HEATHFIELD CLOSE,W01001441,Blaenau Gwent 001B,Unable to prosecute suspect
62d2e77c9344a664d8584c0923de817d4cc9e8a9993f4581272474c05e4ec374,2022-06,Gwent Police,Gwent Police,-2.974951,51.616454,On or near TILL GROVE,W01001626,Newport 001D,Unable to prosecute suspect
e1b9e9b0a54876741b22b4a8d4171468a9a1f7e6d593ab4fad67db8db48e18ab,2022-06,Gwent Police,Gwent Police,-3.006292,51.577175,On or near GAER STREET,W01001686,Newport 014C,Unable to prosecute suspect
65f42bbe2a2967328d7e08e5b775b869a6a510e2be803634079826ae0fc41b26,2022-06,Gwent Police,Gwent Police,-3.095575,51.604088,On or near COMMERCIAL STREET,W01001412,Caerphilly 017B,Unable to prosecute suspect
11c4cb425b93c5c80b1e148290eb1e4585a0cedf815b80fd119f4b36db7d90ac,2022-06,Gwent Police,Gwent Police,-3.236832,51.767267,On or near HILL VIEW,W01001462,Blaenau Gwent 006A,Unable to prosecute suspect
d11f4e04e879341fe4e6f02d7d6c8045f465e5913ab2ebc68de5529fd333c489,2022-06,Gwent Police,Gwent Police,-2.947083,51.582101,On or near MOORLAND PARK,W01001645,Newport 015D,Unable to prosecute suspect
dd1d6ea178580bbfad4599011344c49235ec6e28e1547f6ae631d733238ce2db,2022-06,Gwent Police,Gwent Police,-3.155169,51.665001,On or near BEECHWOOD CLOSE,W01001382,Caerphilly 010C,Unable to prosecute suspect
eaa6636a0394ccf003c1e87ef473c0b7a32c99230e837fbf604a9811fd8342ce,2022-06,Gwent Police,Gwent Police,-2.734740,51.811732,On or near MAPLE DRIVE,W01001553,Monmouthshire 004B,Unable to prosecute suspect
fdaad9aea07c024c2f19ff7e01f25e958d4066cb5effb6b955169ca92fbd7174,2022-06,Gwent Police,Gwent Police,-3.001846,51.586312,On or near ALBERT TERRACE,W01001685,Newport 014B,Unable to prosecute suspect
ff5d9b663833450674fed07c589a7c2d28bc363f8f5c9b1cf90ddce2a09dff40,2022-06,Gwent Police,Gwent Police,-2.944827,51.584681,On or near BALFE ROAD,W01001668,Newport 010D,Unable to prosecute suspect
b9e3293436f609becd60756a6eba66e044460dc0369a0456c9d1f26430aec28d,2022-06,Gwent Police,Gwent Police,-2.992315,51.582113,On or near COMMERCIAL ROAD,W01001687,Newport 014D,Unable to prosecute suspect
bcfe14168841b32d3b9d91a35c6a9f8d772dbc3ddd58f23e364733f47f17e16e,2022-06,Gwent Police,Gwent Police,-3.223751,51.691353,On or near DYFFRYN STREET,W01001326,Caerphilly 003B,Unable to prosecute suspect
cb37d78d0cc3be7fe107d309f911474dcb3edbb16ecc47fce76177c92342584a,2022-06,Gwent Police,Gwent Police,-3.044358,51.576411,On or near FORGE ROAD,W01001637,Newport 016B,Unable to prosecute suspect
fecfed3f67085f895bd476efab5dca719c3107cdc555580e37459d17fa7d30ff,2022-06,Gwent Police,Gwent Police,-2.995458,51.587284,On or near Shopping Area,W01001687,Newport 014D,Suspect charged
6a4f4c4b7fd40c4e4eff58577129a77084cadc6192e624a313a43709e9c8b6b9,2022-06,Gwent Police,Gwent Police,-2.995458,51.587284,On or near Shopping Area,W01001687,Newport 014D,Suspect charged
c166133916353b46af9e86c46173b02fba4c2d78d2535b0d28bbcb80fbbecb9a,2022-06,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Offender given a caution
4133a14cac1893d1a4f30c657ac87b65c40461a860d392a333a9e3013c399b67,2022-06,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Unable to prosecute suspect
892d7d2049819f7b8ae97ef3481e69666fb92fd755b7ce993d227c2380554eb7,2022-06,Gwent Police,Gwent Police,-2.989181,51.582697,On or near GEORGE STREET,W01001661,Newport 018C,Unable to prosecute suspect
18695051ccbd1109a2661ac6e1c22dcb3fbfa5f3607da97f3f109a1667862ac9,2022-06,Gwent Police,Gwent Police,-3.219907,51.667305,On or near WOODLAND PLACE,W01001388,Caerphilly 007D,Unable to prosecute suspect
ff5393484000c6e3770c24073774135e443ece0dce75d4cb748f18ed50089544,2022-06,Gwent Police,Gwent Police,-3.020258,51.658195,On or near ORCHARD LANE,W01001519,Torfaen 007A,Unable to prosecute suspect
f23ba520b6c76cbef159192b8356eacfd6c119d7970745f3526c605e44e32614,2022-06,Gwent Police,Gwent Police,-3.016113,51.557470,On or near BRIGANTINE CLOSE,W01001688,Newport 019C,Unable to prosecute suspect
54f483877988a76f5b71fc1dde735f219403a2feb9a7615c7ccf35f519575053,2022-06,Gwent Police,Gwent Police,-2.734740,51.811732,On or near MAPLE DRIVE,W01001553,Monmouthshire 004B,Unable to prosecute suspect
e97165be4a7c13c582b0c4a963f900d190d880cede9dc5893678018af6961898,2022-06,Gwent Police,Gwent Police,-2.974275,51.581500,On or near GASKELL STREET,W01001644,Newport 013C,Unable to prosecute suspect
cb80a7d51747af1fd04322ad0aecbc35ba40af7360385ef99ef1312c5e8c5ced,2022-06,Gwent Police,Gwent Police,-3.246665,51.775957,On or near Supermarket,W01001481,Blaenau Gwent 006E,Unable to prosecute suspect
704fe54f01cd086ba0ea43453c163c26b4cc6b48f0d81f315d368104431091de,2022-06,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Suspect charged
302dd4f7c8e5ff1f83cf8f1fa86430f411d7dcef6e7a0d86a4ae38b1dfc69df1,2022-06,Gwent Police,Gwent Police,-3.246109,51.569262,On or near TREM Y CASTELL,W01001398,Caerphilly 024A,Unable to prosecute suspect
c1c6d77e5529ef4693f2924a7cff07278df897a7d93b6e736902fee31280201a,2022-06,Gwent Police,Gwent Police,-3.024492,51.613227,On or near MEDLOCK CLOSE,W01001622,Newport 003F,Unable to prosecute suspect
1b6646303a3628fba46dbeb275b594ca48ab2007fc36534f5b63e677668fbac4,2022-06,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Unable to prosecute suspect
64465f63e86ab955f8278d35fbe0047a0b95c1a657d4a6f1678b8f9f194fc1a2,2022-06,Gwent Police,Gwent Police,-2.759568,51.592842,On or near THE CLOSE,W01001908,Monmouthshire 010G,Unable to prosecute suspect
78744a191abd0b989ebe5990e2d0b4585afa509b8e676edce24d7d0d93bb69b8,2022-06,Gwent Police,Gwent Police,-3.129733,51.722417,On or near UPPER GRIFFIN STREET,W01001477,Blaenau Gwent 009E,Unable to prosecute suspect
c5806c92606f626a4d18fd097f86a2a5f40e13d2705953176e7b5ada5ea0b390,2022-06,Gwent Police,Gwent Police,-3.005694,51.582764,On or near STOW HILL,W01001686,Newport 014C,Unable to prosecute suspect
e6f1ebf16289491082b1354d102a6f47f8177198088f9e5205e49c63c0006406,2022-06,Gwent Police,Gwent Police,-3.234731,51.579615,On or near GRANGE CLOSE,W01001396,Caerphilly 023D,Unable to prosecute suspect
b71a471ed57c6bc8ccc909dba8ad3aa6d517cf3cd5529f4231f9d90f6c4ec59b,2022-06,Gwent Police,Gwent Police,-3.199451,51.797641,On or near NORTH STREET,W01001442,Blaenau Gwent 001C,Unable to prosecute suspect
24ba1e7def2fdc23e67dfdfebb2ef897140a6536f81eb8515c4ad37ad1354821,2022-06,Gwent Police,Gwent Police,-3.028860,51.644129,On or near HENLLYS WAY,W01001532,Torfaen 010E,Unable to prosecute suspect
ea4af5b53de571909b5bff19f7e27ab6a8a790d1165023649e9a85fa145731f4,2022-06,Gwent Police,Gwent Police,-3.160069,51.776907,On or near ATTLEE ROAD,W01001469,Blaenau Gwent 005F,Unable to prosecute suspect
0349c307878df9206e58080c2d8b9997abf97c6b097d0a0a82e8234250118201,2022-06,Gwent Police,Gwent Police,-2.994679,51.578704,On or near KIRBY LANE,W01001662,Newport 018D,Unable to prosecute suspect
a3ca10c6284b54d656bd50bab42920aebbd06920c01832b200fe57f367b3e28c,2022-06,Gwent Police,Gwent Police,-2.966849,51.599491,On or near CONSTABLE DRIVE,W01001615,Newport 005B,Unable to prosecute suspect
886c26606e1aa89b9a3d1882b2879a80403d541b3029606a5dc037954ed682df,2022-06,Gwent Police,Gwent Police,-2.671939,51.628767,On or near MARSH ROAD,W01001584,Monmouthshire 008B,Unable to prosecute suspect
e6d75242a77046415ea498c0675f89bb0e905e5ecc518ddbe9e53bbe4407c119,2022-06,Gwent Police,Gwent Police,-2.734740,51.811732,On or near MAPLE DRIVE,W01001553,Monmouthshire 004B,Unable to prosecute suspect
a04223a147866d812100f8460a131bec736d4511c153585fe92a544f06c11717,2022-06,Gwent Police,Gwent Police,-2.671939,51.628767,On or near MARSH ROAD,W01001584,Monmouthshire 008B,Unable to prosecute suspect
1a3cc5cb900349f104f55233f50e50132719a585d75930a4360a3e56e800be23,2022-06,Gwent Police,Gwent Police,-3.047672,51.583709,On or near TREGWILYM WALK,W01001671,Newport 016D,Unable to prosecute suspect
f57a30f6a504259b31e34e09b46a1f6a773acff243004df6001418aeb83082f0,2022-06,Gwent Police,Gwent Police,-3.048683,51.717783,On or near BARN CLOSE,W01001530,Torfaen 003C,Unable to prosecute suspect
62a50be5ff38d480e6e347eb76a54efbaf38fef5e639e2c66b66815a0aad9377,2022-06,Gwent Police,Gwent Police,-3.218772,51.573793,On or near WINDSOR STREET,W01001424,Caerphilly 024C,Unable to prosecute suspect
97430febacb1464fbaba7cb1a90a35bfff1fc2fc50196671d0bd2a1d83e150e0,2022-06,Gwent Police,Gwent Police,-3.131474,51.636692,On or near Pedestrian Subway,W01001329,Caerphilly 014C,Unable to prosecute suspect
b772d46ca1a6004089eede59b32b10414cb4d554d7abf1cb67e3d6a09f160ad4,2022-06,Gwent Police,Gwent Police,-3.129733,51.722417,On or near UPPER GRIFFIN STREET,W01001477,Blaenau Gwent 009E,Unable to prosecute suspect
c842eea19e5cd6110c8ab41e8425385edc70d6a5ecab0f18691b71bf8f69681e,2022-06,Gwent Police,Gwent Police,-3.057905,51.637118,On or near TEGFAN COURT,W01001533,Torfaen 012B,Unable to prosecute suspect
b5c340e900c5031db417b2452339aa7be548952703d23630982974df585e68d2,2022-06,Gwent Police,Gwent Police,-2.730897,52.040910,On or near TRILLECK AVENUE,E01013995,Herefordshire 017D,Unable to prosecute suspect
edb90054349f1e4835fe8aecec15f3e02b579aaab292e52d08b97e8bc2dc7616,2022-06,Gwent Police,Gwent Police,-2.994168,51.600225,On or near ALBANY STREET,W01001683,Newport 006D,Suspect charged
f570f7f356ea30ea59af46168abf047131d838ac06be791b83ccd202856c511d,2022-06,Gwent Police,Gwent Police,-3.011275,51.568923,On or near MAESGLAS AVENUE,W01001633,Newport 019A,Unable to prosecute suspect
3fc22cf74870ff49d666f419393f924092f64a24e2578f87c47d97be33df71e9,2022-06,Gwent Police,Gwent Police,-3.229880,51.687944,On or near HANBURY SQUARE,W01001337,Caerphilly 004B,Unable to prosecute suspect
0850591447fb26c6bede31541f89d17125e7d2c0fc685d473e234d1e7f60c550,2022-06,Gwent Police,Gwent Police,-3.028052,51.607765,On or near DON CLOSE,W01001620,Newport 003D,Unable to prosecute suspect
632791a4e2acb23b88f1ba49ea2380c2451237b3db31e4cf11d766806f218129,2022-06,Gwent Police,Gwent Police,-3.226987,51.649436,On or near BEECHFIELD AVENUE,W01001365,Caerphilly 012C,Unable to prosecute suspect
ff0de13298cd55b0f1b90953f6eebb875ced59057217d61e1cffd88cb646faad,2022-06,Gwent Police,Gwent Police,-2.676358,51.632509,On or near FAIRFIELD ROAD,W01001559,Monmouthshire 008A,Unable to prosecute suspect
88fc08ce217935f79b3ac142b5d772c2bf63e25b3658b7fcc646a8e0ef21ca71,2022-06,Gwent Police,Gwent Police,-3.224242,51.779717,On or near GREENWAYS,W01001457,Blaenau Gwent 004D,Unable to prosecute suspect
fdee076780abc24b55614094c7d682b0c232d630577f01001f4b9cf1ac7fcc97,2022-06,Gwent Police,Gwent Police,-3.019172,51.654877,On or near Parking Area,W01001506,Torfaen 010A,Unable to prosecute suspect
24f304150140e8e8bc2371392466aeb36d01c31d948ff2b39b777c7b62c6c11f,2022-06,Gwent Police,Gwent Police,-3.014394,51.834261,On or near DERWEN WAY,W01001558,Monmouthshire 002C,Unable to prosecute suspect
15db57506286275dc3f271bc2b0f4210643b601383a4f114698e20f28d10b71c,2022-06,Gwent Police,Gwent Police,-3.045549,51.717442,On or near BEECHWOOD WALK,W01001530,Torfaen 003C,Unable to prosecute suspect
27e3d6c1f0144e7ac28360e15f9d7d18e2369f7d7460c07ab5f4054f6dab2090,2022-06,Gwent Police,Gwent Police,-2.671648,51.630603,On or near ALPHA ROAD,W01001584,Monmouthshire 008B,Unable to prosecute suspect
eb25e4cb16a0726f49c4fae6a9444560b4cc2f35a4402e3f9072290ab4689a5b,2022-06,Gwent Police,Gwent Police,-3.004192,51.658639,On or near CHERRY TREE CLOSE,W01001495,Torfaen 008C,Unable to prosecute suspect
566e8054522536c3394cb5eaa1e5acd7d155cd3bffafa4d3838da5514985cd61,2022-06,Gwent Police,Gwent Police,-3.042744,51.714428,On or near COBNER CLOSE,W01001530,Torfaen 003C,Unable to prosecute suspect
ca876ea674c21dac232d3dd5f95935a3633864cc67b714632b9f75ebd52297b5,2022-06,Gwent Police,Gwent Police,-2.674964,51.631115,On or near Supermarket,W01001584,Monmouthshire 008B,Unable to prosecute suspect
07b8b05fc8f96f181afda6192f9146552bddf038298dea91790ca56a2d333ea7,2022-06,Gwent Police,Gwent Police,-3.274335,51.751779,On or near TAN-Y-BRYN,W01001376,Caerphilly 001C,Unable to prosecute suspect
7a35f9db20020e1e6230a70725442c7cc8c9c74231d4f6852a7c15db02d7ff22,2022-06,Gwent Police,Gwent Police,-3.097035,51.604173,On or near COMMERCIAL LANE,W01001412,Caerphilly 017B,Unable to prosecute suspect
d4f24e754495a9f3bd21ea1091af35add140a898073f0dcdf4c68e4a5a26f113,2022-06,Gwent Police,Gwent Police,-3.238416,51.774327,On or near ST JAMES WAY,W01001462,Blaenau Gwent 006A,Unable to prosecute suspect
5f9047bf75ec26f8270c5e6340b473c2cdca5860b14aae15778d7855ab90d1c6,2022-06,Gwent Police,Gwent Police,-3.033782,51.615276,On or near LEACH ROAD,W01001621,Newport 003E,Suspect charged
822d503ba5a1c508e0c486fff4c98271252a9c22d4980c6954c499f08b97b6b7,2022-06,Gwent Police,Gwent Police,-3.228878,51.481359,On or near DYFRIG CLOSE,W01001706,Cardiff 041B,Unable to prosecute suspect
a2f6618a682a029035685b49019c1a0626873abfe7bf78095c5bb108d8b23179,2022-06,Gwent Police,Gwent Police,-3.221781,51.588590,On or near PONTYPANDY LANE,W01001371,Caerphilly 022A,Unable to prosecute suspect
903fdc55b7453060249a97be5d8336c5585c1b93d8a1deae38d73cb4f1dc87fa,2022-06,Gwent Police,Gwent Police,-3.010697,51.574745,On or near LYNDHURST AVENUE,W01001629,Newport 017A,Unable to prosecute suspect
a22297947b3a47627ab706e1791b12c86bd65708ecb26bc1a605f1ca3ffdb7c5,2022-06,Gwent Police,Gwent Police,-3.047491,51.649260,On or near LITTLEDENE,W01001502,Torfaen 011E,Unable to prosecute suspect
773b9c4d9ba8b0f889262e363f595ddcaef2401ad4d363b73160f6660341b223,2022-06,Gwent Police,Gwent Police,-3.210587,51.719607,On or near NEWPORT ROAD,W01001335,Caerphilly 005B,Unable to prosecute suspect
d13b5c5f07e420b177b888b0f07765d3f4c539855f8a7aabdc722a9b80c65ca7,2022-06,Gwent Police,Gwent Police,-3.025196,51.652784,On or near Supermarket,W01001506,Torfaen 010A,Unable to prosecute suspect
8d36826fcfcf7d7bc9016b2dc4a5e7c5d9f525b8a45e5406be7e8c754842afa3,2022-06,Gwent Police,Gwent Police,-3.249377,51.786529,On or near TWYN STAR,W01001472,Blaenau Gwent 003A,Unable to prosecute suspect
745b0245e7efb3f9593663d62f0a786aed7c8e01f0c7dc8c3afc3c2fd41f458b,2022-06,Gwent Police,Gwent Police,-3.013540,51.571502,On or near CARDIFF ROAD,W01001629,Newport 017A,Unable to prosecute suspect
a337e61fc99d7b0e09b19b7b25f5560da539b82d5a0b7c4b653428c38472fe61,2022-06,Gwent Police,Gwent Police,-3.214894,51.554987,On or near THORNHILL ROAD,W01001426,Caerphilly 024E,Unable to prosecute suspect
53cb2c568c3f5ea290c9d1c926cca772233d147a172e5839709e9b16ccececfa,2022-06,Gwent Police,Gwent Police,-3.170152,51.799106,On or near GREENLAND ROAD,W01001448,Blaenau Gwent 002C,Unable to prosecute suspect
3c545944bf055125f3aaab9a644c94be973d4306fa45de3d85c34b6285d8cfb3,2022-06,Gwent Police,Gwent Police,-3.136137,51.667723,On or near CROSSWAYS,W01001383,Caerphilly 010D,Local resolution
4d65e986ac52bc6cfa90c07b88395ff376f2e063864321dd85bc427e23e0417c,2022-06,Gwent Police,Gwent Police,-2.692795,51.653067,On or near Pedestrian Subway,W01001583,Monmouthshire 007B,Unable to prosecute suspect
63d60ab671e4419e83ebafe23c2acf1df98dbcfccfa5d790c8d81f4f84af4e09,2022-06,Gwent Police,Gwent Police,-2.995998,51.586227,On or near SCHOOL LANE,W01001687,Newport 014D,Suspect charged
257cca0462be781955f4cc4d1da786cad9efc3fa4cf141c2510d0e8155da2378,2022-06,Gwent Police,Gwent Police,-3.045466,51.643523,On or near PACE ROAD,W01001498,Torfaen 011B,Unable to prosecute suspect
59a24b5634cd60422ee355ea545083ddf6f13a6b992366dbb5492f1120dbed24,2022-06,Gwent Police,Gwent Police,-3.171046,51.802819,On or near INTERMEDIATE ROAD,W01001446,Blaenau Gwent 002A,Formal action is not in the public interest
eb4bcd6905b9d7daf1272695b0c441148f32b5b29382dcca5ffc34569944a235,2022-06,Gwent Police,Gwent Police,-2.697329,51.806988,On or near TUDOR ROAD,W01001599,Monmouthshire 004F,Unable to prosecute suspect
255a65bb385b66c621f86702717379a81ee21d448f43c10c0e84b7afcfe75a67,2022-06,Gwent Police,Gwent Police,-3.141788,51.704956,On or near BRYN-GAER TERRACE,W01001466,Blaenau Gwent 009C,Unable to prosecute suspect
178911e0df3dd7d7b5705647add93ca0963653fed93ec37d63eb1be27d8dd07e,2022-06,Gwent Police,Gwent Police,-2.967108,51.583808,On or near FAIRFAX ROAD,W01001643,Newport 013B,Unable to prosecute suspect
15251d531c37a81f2575072071472e984a311d8ef9704bccb49d125c62c531dd,2022-06,Gwent Police,Gwent Police,-3.009245,51.816907,On or near Pedestrian Subway,W01001579,Monmouthshire 001E,Unable to prosecute suspect
e21daf7ed79a2ee8e17361139745d7ddf9c7192d18f408df3511ebba50d5d976,2022-06,Gwent Police,Gwent Police,-2.995280,51.585056,On or near TALBOT LANE,W01001687,Newport 014D,Unable to prosecute suspect
00c90d6a96766653087c1d6e12de65ca1eb8626aa7fab5313877a9039acac48e,2022-06,Gwent Police,Gwent Police,-3.229679,51.716315,On or near JUBILEE ROAD,W01001384,Caerphilly 002C,Unable to prosecute suspect
db4f7dc373c9b883618d1a8d413edb1bdff53b2b21dee4bd8c4b5d9141423eb3,2022-06,Gwent Police,Gwent Police,-2.993072,51.581765,On or near CARDIFF ROAD,W01001687,Newport 014D,Unable to prosecute suspect
a8b0d57ad9033fd3670fcafe0f262ed518d77b6000a6ad9ae7dc76f4aa22e5da,2022-06,Gwent Police,Gwent Police,-3.140448,51.704043,On or near BRYN TERRACE,W01001466,Blaenau Gwent 009C,Unable to prosecute suspect
6c9a8058d95838988f8294257ac837f16db5290b5815065dcdd0a27fc60f10b2,2022-06,Gwent Police,Gwent Police,-3.009672,51.821732,On or near FIRS ROAD,W01001579,Monmouthshire 001E,Unable to prosecute suspect
a6674c8fe862394d4289d3a17035c865a870f7af3cc23ac86ce34d59861a754c,2022-06,Gwent Police,Gwent Police,-2.869578,51.736796,On or near Park/Open Space,W01001581,Monmouthshire 005E,Unable to prosecute suspect
ade5a9737540602caebbee0afbeb4dd4158a848e74c2af0bea44191e013d7177,2022-06,Gwent Police,Gwent Police,-3.169888,51.784983,On or near PRINCE STREET,W01001468,Blaenau Gwent 005E,Unable to prosecute suspect
